bins	start time(ps)	counts
602	4099840962	13
603	4106651366	17
604	4113462236	19
605	4120272594	14
606	4127082970	18
607	4133893439	20
608	4140703563	19
609	4147513960	14
610	4154324462	17
611	4161134924	18
612	4167945128	18
613	4174755354	17
614	4181566090	15
615	4188376286	17
616	4195186615	14
617	4201996807	10
618	4208807230	18
619	4215617696	18
620	4222428210	5
621	4229238432	16
622	4236048983	12
623	4242859249	15
624	4249669488	14
625	4256479957	12
626	4263290109	24
627	4270100753	16
628	4276910988	14
629	4283720972	16
630	4290531702	18
631	4297341727	11
632	4304152340	21
633	4310962532	12
634	4317773227	18
635	4324583750	14
636	4331394272	16
637	4338204329	14
638	4345014787	15
639	4351825091	16
640	4358635899	16
641	4365445719	21
642	4372256223	11
643	4379066594	17
644	4385876702	20
645	4392687335	13
646	4399497640	19
647	4406307802	15
648	4413118444	11
649	4419928941	15
650	4426739307	16
651	4433549707	16
652	4440359817	11
653	4447170090	16
654	4453980499	20
655	4460790856	12
656	4467601035	13
657	4474411578	14
658	4481222084	18
659	4488032290	15
660	4494842675	19
661	4501653054	23
662	4508463383	16
663	4515273679	11
664	4522084397	20
665	4528894702	17
666	4535705118	15
667	4542515227	10
668	4549325752	19
669	4556136135	15
670	4562946569	17
671	4569756907	17
672	4576567233	13
673	4583377606	15
674	4590187709	14
675	4596998206	15
676	4603808720	10
677	4610618973	19
678	4617429276	18
679	4624239795	13
680	4631049986	12
681	4637860519	16
682	4644670708	15
683	4651481210	9
684	4658291711	11
685	4665102059	12
686	4671912460	25
687	4678722761	14
688	4685532947	18
689	4692343448	14
690	4699153772	17
691	4705963709	15
692	4712774358	19
693	4719584876	14
694	4726395300	16
695	4733205758	13
696	4740016116	16
697	4746826336	12
698	4753636650	12
699	4760446973	20
700	4767257428	15
701	4774067992	13
702	4780878172	13
703	4787688662	20
704	4794498846	16
705	4801309491	14
706	4808119677	15
707	4814929881	15
708	4821740367	18
709	4828550739	8
710	4835361282	11
711	4842171650	20
712	4848981909	17
713	4855792299	13
714	4862602452	13
715	4869413075	13
716	4876223277	16
717	4883033465	15
718	4889843983	13
719	4896654467	14
720	4903464676	14
721	4910274986	11
722	4917085499	16
723	4923895766	17
724	4930706272	13
725	4937516705	21
726	4944327068	14
727	4951137330	19
728	4957947819	20
729	4964758276	16
730	4971568597	17
731	4978379109	18
732	4985189259	19
733	4991999636	20
734	4998809921	18
735	5005620417	19
736	5012430641	21
737	5019240655	19
738	5026051615	17
739	5032862085	14
740	5039672298	16
741	5046482462	12
742	5053292846	12
743	5060103467	15
744	5066913549	13
745	5073724182	13
746	5080534507	12
747	5087344798	17
748	5094155138	19
749	5100965287	15
750	5107775640	16
751	5114586523	17
752	5121396664	12
753	5128206597	12
754	5135017220	15
755	5141827887	13
756	5148638164	13
757	5155448443	18
758	5162258544	13
759	5169069133	12
760	5175879471	9
761	5182689795	18
762	5189500086	18
763	5196310615	13
764	5203120934	22
765	5209931731	11
766	5216741750	18
767	5223552072	24
768	5230362289	15
769	5237172881	22
770	5243983104	13
771	5250793674	11
772	5257603730	13
773	5264414234	22
774	5271224702	16
775	5278035091	16
776	5284845389	16
777	5291655627	11
778	5298466165	13
779	5305276660	19
780	5312086704	11
781	5318897402	21
782	5325707362	23
783	5332517569	15
784	5339328323	20
785	5346138491	16
786	5352948887	13
787	5359759176	16
788	5366569821	11
789	5373380211	16
790	5380190659	13
791	5387001037	14
792	5393811506	10
793	5400621856	15
794	5407432172	22
795	5414242469	11
796	5421052726	20
797	5427863259	24
798	5434673707	16
799	5441483525	17
800	5448294123	14
801	5455104291	15
802	5461914928	22
803	5468725415	20
804	5475535967	15
805	5482346241	16
806	5489156431	17
807	5495966520	20
808	5502777345	18
809	5509587656	9
810	5516397782	17
811	5523208488	17
812	5530018715	17
813	5536828875	15
814	5543639347	17
815	5550449849	17
816	5557259921	21
817	5564070424	17
818	5570880951	12
819	5577691447	23
820	5584501736	18
821	5591311807	13
822	5598122193	16
823	5604932663	23
824	5611743113	15
825	5618553480	11
826	5625363745	18
827	5632174387	18
828	5638984330	20
829	5645794733	17
830	5652605342	20
831	5659415799	10
832	5666225903	18
833	5673036459	9
834	5679846872	16
835	5686657077	11
836	5693467110	13
837	5700277792	12
838	5707088394	18
839	5713898619	18
840	5720708938	17
841	5727519103	20
842	5734329590	17
843	5741139821	14
844	5747950343	15
845	5754760699	17
846	5761571134	17
847	5768381593	19
848	5775191594	20
849	5782002283	21
850	5788812585	16
851	5795623164	8
852	5802433305	17
853	5809243680	15
854	5816053721	19
855	5822864636	14
856	5829674714	12
857	5836485357	22
858	5843295450	16
859	5850105950	15
860	5856916331	17
861	5863726762	19
862	5870537339	13
863	5877347720	17
864	5884157928	14
865	5890967956	13
866	5897778286	20
867	5904588865	20
868	5911399217	14
869	5918209416	18
870	5925019590	11
871	5931830435	10
872	5938640622	15
873	5945450991	19
874	5952261090	21
875	5959071770	21
876	5965882313	17
877	5972692553	12
878	5979502853	26
879	5986313306	12
880	5993123721	13
881	5999933991	15
882	6006744448	16
883	6013554634	12
884	6020365051	22
885	6027175401	13
886	6033985724	21
887	6040796390	13
888	6047606556	15
889	6054417066	13
890	6061227259	13
891	6068037558	15
892	6074848214	3
893	6081658431	16
894	6088468822	8
895	6095279062	16
896	6102089811	19
897	6108900117	13
898	6115710155	17
899	6122520547	18
900	6129330788	12
901	6136141207	14
902	6142951802	11
903	6149762322	19
904	6156572369	19
905	6163382752	16
906	6170193068	11
907	6177003213	9
908	6183813582	18
909	6190623919	11
910	6197434431	15
911	6204245111	27
912	6211055388	17
913	6217866007	16
914	6224676177	13
915	6231486694	16
916	6238296964	18
917	6245107324	16
918	6251917548	10
919	6258727992	19
920	6265538368	23
921	6272348631	14
922	6279158977	14
923	6285969141	10
924	6292779629	14
925	6299590373	17
926	6306400758	18
927	6313210887	10
928	6320021332	16
929	6326831372	9
930	6333642113	22
931	6340452406	15
932	6347262624	17
933	6354072830	12
934	6360883524	15
935	6367693473	12
936	6374504249	13
937	6381314673	19
938	6388124885	7
939	6394935302	21
940	6401745790	15
941	6408556087	15
942	6415366242	10
943	6422176645	20
944	6428987297	18
945	6435797731	15
946	6442607822	20
947	6449418187	12
948	6456228826	16
949	6463039121	19
950	6469849420	19
951	6476659890	13
952	6483469899	15
953	6490280534	19
954	6497091051	19
955	6503901324	12
956	6510711790	19
957	6517522010	18
958	6524332413	15
959	6531142679	18
960	6537953260	10
961	6544763245	16
962	6551573480	15
963	6558384006	18
964	6565194431	13
965	6572004568	20
966	6578815014	14
967	6585625486	15
968	6592435769	19
969	6599246314	15
970	6606056692	11
971	6612866915	16
972	6619677346	21
973	6626488032	11
974	6633298503	21
975	6640109002	14
976	6646918927	16
977	6653729132	21
978	6660539812	11
979	6667350055	19
980	6674160306	19
981	6680970680	22
982	6687781253	25
983	6694591334	17
984	6701401743	13
985	6708211897	15
986	6715022399	7
987	6721833155	14
988	6728643546	14
989	6735453599	12
990	6742264143	9
991	6749074619	13
992	6755884665	15
993	6762695035	15
994	6769505410	13
995	6776315921	20
996	6783126295	13
997	6789936357	13
998	6796746768	17
999	6803557175	10
