bins	start time(ps)	counts
0	0	11
1	7010184	18
2	14020542	17
3	21030958	14
4	28041513	14
5	35052096	26
6	42061817	18
7	49072299	19
8	56082942	17
9	63093253	12
10	70103113	13
11	77113728	15
12	84124274	14
13	91134322	16
14	98145009	18
15	105155805	18
16	112166024	17
17	119176108	11
18	126186773	24
19	133196839	19
20	140207126	22
21	147217796	16
22	154228248	14
23	161238466	16
24	168248994	19
25	175259066	11
26	182269400	18
27	189279618	16
28	196290326	10
29	203300722	22
30	210311041	13
31	217321331	14
32	224331953	13
33	231342338	11
34	238352303	14
35	245362943	11
36	252373701	13
37	259383776	18
38	266394102	18
39	273404621	8
40	280415103	19
41	287425155	15
42	294435668	18
43	301446096	12
44	308456306	16
45	315466498	15
46	322477353	11
47	329487807	18
48	336497627	16
49	343508110	17
50	350519006	18
51	357529277	20
52	364539393	16
53	371549948	20
54	378560294	17
55	385570405	19
56	392580863	19
57	399591556	19
58	406601882	17
59	413611708	15
60	420622064	17
61	427632894	9
62	434643316	19
63	441653171	13
64	448664023	15
65	455674495	17
66	462684714	16
67	469695288	17
68	476705799	13
69	483716378	21
70	490725906	15
71	497736622	14
72	504747268	18
73	511757345	14
74	518767290	22
75	525777984	15
76	532788618	20
77	539798759	15
78	546809307	14
79	553819913	14
80	560830090	16
81	567840389	19
82	574851103	17
83	581861338	19
84	588871231	16
85	595881727	17
86	602892425	12
87	609902811	19
88	616913005	22
89	623923109	18
90	630933557	21
91	637943796	15
92	644954689	24
93	651965261	11
94	658975060	15
95	665985710	12
96	672996408	24
97	680006323	14
98	687016565	20
99	694027435	18
100	701037830	25
101	708048128	13
102	715058447	20
103	722069264	22
104	729079537	16
105	736089462	16
106	743099729	20
107	750110099	16
108	757120564	16
109	764131078	10
110	771141389	11
111	778151569	17
112	785162190	15
113	792172834	15
114	799182713	13
115	806193030	18
116	813203877	17
117	820214202	15
118	827224330	15
119	834234586	10
120	841245184	13
121	848255630	18
122	855265674	15
123	862276109	18
124	869286661	15
125	876296834	23
126	883307168	17
127	890318092	14
128	897328312	11
129	904338593	16
130	911348845	9
131	918359653	20
132	925369666	18
133	932379926	21
134	939390639	20
135	946401038	17
136	953410969	12
137	960421637	14
138	967432077	18
139	974442347	20
140	981452531	19
141	988462922	23
142	995473602	18
143	1002483975	21
144	1009494270	15
145	1016504647	15
146	1023514820	19
147	1030525341	16
148	1037536159	21
149	1044546171	16
150	1051556338	15
151	1058566924	14
152	1065577326	10
153	1072587444	23
154	1079597787	12
155	1086608342	12
156	1093619028	16
157	1100629122	11
158	1107639650	17
159	1114650192	15
160	1121660194	17
161	1128670654	14
162	1135681246	11
163	1142691532	18
164	1149702210	15
165	1156712479	15
166	1163722547	19
167	1170732908	15
168	1177743287	22
169	1184753708	17
170	1191763594	12
171	1198774332	13
172	1205784831	22
173	1212795113	14
174	1219805406	14
175	1226815987	16
176	1233826392	20
177	1240836269	14
178	1247846565	16
179	1254857693	22
180	1261868253	13
181	1268878171	14
182	1275888715	19
183	1282899257	12
184	1289909347	15
185	1296919621	17
186	1303930415	14
187	1310940673	15
188	1317950614	16
189	1324961039	21
190	1331971661	13
191	1338982146	18
192	1345992421	22
193	1353002878	16
194	1360012889	17
195	1367023536	17
196	1374034124	23
197	1381044589	16
198	1388054576	11
199	1395064891	12
200	1402075560	13
201	1409085770	19
202	1416096052	14
203	1423106656	11
204	1430117044	16
205	1437126842	15
206	1444137728	11
207	1451148271	17
208	1458158717	15
209	1465168605	24
210	1472179373	15
211	1479189906	13
212	1486199840	11
213	1493210367	11
214	1500220828	18
215	1507231087	16
216	1514241441	11
217	1521252091	17
218	1528262420	20
219	1535272159	22
220	1542282709	13
221	1549293266	14
222	1556303781	10
223	1563314085	16
224	1570324741	12
