bins	start time(ps)	counts
293	2010088673	12
294	2016949419	20
295	2023809411	6
296	2030669392	17
297	2037530083	20
298	2044390431	15
299	2051250492	17
300	2058110949	20
301	2064971487	7
302	2071832054	16
303	2078692028	13
304	2085552728	13
305	2092413221	19
306	2099273565	18
307	2106133403	13
308	2112994216	16
309	2119854475	17
310	2126714740	24
311	2133575083	17
312	2140435437	13
313	2147295809	16
314	2154156118	14
315	2161016828	19
316	2167876999	15
317	2174737408	9
318	2181597868	17
319	2188458197	11
320	2195318579	21
321	2202179028	17
322	2209039292	17
323	2215899654	24
324	2222759860	10
325	2229620256	17
326	2236480952	13
327	2243341119	14
328	2250201157	25
329	2257061727	18
330	2263922471	14
331	2270782560	11
332	2277642866	15
333	2284503332	14
334	2291363846	22
335	2298223767	19
336	2305084648	11
337	2311945106	15
338	2318805300	22
339	2325665248	14
340	2332525999	17
341	2339386534	8
342	2346246568	21
343	2353106899	13
344	2359967513	17
345	2366828125	10
346	2373688042	9
347	2380548360	19
348	2387408976	12
349	2394269125	9
350	2401129575	10
351	2407990203	13
352	2414850212	16
353	2421710685	17
354	2428571046	15
355	2435431744	18
356	2442291998	18
357	2449151786	16
358	2456012336	14
359	2462872975	13
360	2469733436	21
361	2476593328	11
362	2483453922	13
363	2490314653	14
364	2497174735	11
365	2504035069	12
366	2510895790	20
367	2517756257	23
368	2524616114	17
369	2531476315	18
370	2538336991	22
371	2545197555	19
372	2552057502	17
373	2558918329	15
374	2565778642	13
375	2572639019	16
376	2579499100	14
377	2586359506	19
378	2593219921	16
379	2600079999	15
380	2606940503	19
381	2613801322	18
382	2620661498	19
383	2627521904	9
384	2634382265	14
385	2641242545	15
386	2648102669	10
387	2654963350	13
388	2661823986	20
389	2668683988	11
390	2675544529	20
391	2682405031	21
392	2689265625	14
393	2696125673	15
394	2702985912	18
395	2709846569	15
396	2716706773	15
397	2723566872	15
398	2730427451	14
399	2737287979	12
400	2744148318	15
401	2751008606	13
402	2757869048	14
403	2764729196	22
404	2771589720	14
405	2778450089	15
406	2785310373	6
407	2792170806	15
408	2799031063	15
409	2805891461	18
410	2812751750	14
411	2819612281	13
412	2826472517	18
413	2833333192	12
414	2840193627	21
415	2847053837	15
416	2853914254	13
417	2860774628	20
418	2867635169	18
419	2874495239	19
420	2881355693	16
421	2888216229	19
422	2895076279	16
423	2901936951	17
424	2908796722	12
425	2915657203	13
426	2922517645	13
427	2929378139	17
428	2936238393	18
429	2943099018	10
430	2949959192	20
431	2956819722	16
432	2963680251	18
433	2970540406	16
434	2977400678	18
435	2984261007	20
436	2991121376	10
437	2997982088	11
438	3004842446	19
439	3011702876	10
440	3018563127	15
441	3025423771	7
442	3032283799	12
443	3039144138	13
444	3046004598	11
445	3052865096	22
446	3059725361	16
447	3066585931	18
448	3073446016	11
449	3080306448	21
450	3087166625	13
451	3094027016	17
452	3100887294	11
453	3107747831	15
454	3114608226	10
455	3121468656	21
456	3128328932	16
457	3135189358	19
458	3142049664	19
459	3148910172	16
460	3155770443	23
461	3162630788	12
462	3169491190	24
463	3176351677	19
464	3183212005	16
465	3190072350	13
466	3196932785	19
467	3203792976	18
468	3210653604	15
469	3217514101	13
470	3224374187	15
471	3231234461	23
472	3238094877	20
473	3244955098	11
474	3251815496	20
475	3258676159	13
476	3265536215	16
477	3272396670	17
478	3279256959	10
479	3286117441	21
480	3292977767	17
481	3299838091	18
482	3306698503	13
483	3313559079	9
484	3320419334	19
485	3327279616	17
486	3334140065	11
487	3341000654	13
488	3347860735	17
489	3354721013	17
490	3361581381	11
491	3368441915	8
492	3375302376	10
493	3382162908	21
494	3389023265	23
495	3395883572	21
496	3402743752	18
497	3409603821	8
498	3416464263	20
499	3423324895	18
500	3430185573	8
501	3437045502	18
502	3443905872	23
503	3450766332	18
504	3457626667	11
505	3464487125	16
506	3471347247	19
507	3478208029	21
508	3485068214	16
509	3491928523	17
510	3498789078	13
511	3505649542	17
512	3512509537	21
513	3519369941	16
514	3526230647	17
515	3533091043	24
516	3539951446	12
517	3546811824	12
518	3553671757	17
519	3560532231	15
520	3567392587	13
521	3574253033	13
522	3581113593	17
523	3587973815	13
524	3594834059	17
525	3601694317	14
526	3608554964	16
527	3615415306	15
528	3622275748	17
529	3629136003	20
530	3635996422	14
531	3642856615	15
532	3649717216	8
533	3656577454	18
534	3663437760	15
535	3670298209	16
536	3677158482	19
537	3684018686	18
538	3690879383	16
539	3697739562	18
540	3704599833	17
541	3711460353	21
542	3718320742	16
543	3725181173	15
544	3732041469	16
545	3738901890	17
546	3745762373	16
547	3752622595	18
548	3759483006	15
549	3766343250	12
550	3773203819	16
551	3780063952	14
552	3786924577	19
553	3793785151	14
554	3800645214	23
555	3807505590	14
556	3814365917	19
557	3821226214	12
558	3828086559	15
559	3834946689	18
560	3841807231	14
561	3848668279	14
562	3855528480	15
563	3862388302	18
564	3869249016	21
565	3876109511	13
566	3882969672	14
567	3889829805	14
568	3896690457	14
569	3903550898	13
570	3910411274	13
571	3917271439	15
572	3924131914	12
573	3930991924	18
574	3937852459	16
575	3944713100	11
576	3951573157	18
577	3958433330	18
578	3965294028	17
579	3972154643	9
580	3979014593	14
581	3985874901	20
582	3992735396	21
583	3999596014	18
584	4006455984	14
585	4013316849	19
586	4020177159	16
587	4027037366	11
588	4033897635	13
589	4040758160	10
590	4047618363	11
591	4054478904	22
592	4061339474	16
593	4068199863	14
594	4075059668	17
595	4081920298	18
596	4088780993	14
597	4095640832	12
598	4102501148	14
599	4109361754	16
600	4116222290	20
601	4123082284	15
602	4129942857	14
603	4136803637	14
604	4143663810	9
605	4150523722	15
606	4157384037	19
607	4164244829	17
608	4171104869	14
609	4177965334	14
610	4184825918	18
611	4191686286	19
612	4198546358	18
613	4205407109	18
614	4212267522	15
615	4219128079	9
616	4225988015	13
617	4232848724	16
618	4239709027	14
619	4246569110	21
620	4253429333	15
621	4260290213	18
622	4267150682	17
623	4274010668	18
624	4280871025	16
625	4287731344	16
626	4294591573	9
627	4301452029	18
628	4308312861	9
629	4315173051	22
630	4322032902	14
631	4328893777	18
632	4335754323	16
633	4342614289	17
634	4349474595	9
635	4356335600	14
636	4363195851	16
637	4370056185	24
638	4376916349	17
639	4383776522	14
640	4390636671	21
641	4397497383	11
642	4404357927	14
643	4411218009	15
644	4418078438	14
645	4424938868	13
646	4431799434	21
647	4438659044	13
648	4445519828	19
649	4452380235	12
650	4459240524	15
651	4466100940	10
652	4472961396	14
653	4479821910	17
654	4486682118	14
655	4493542452	14
656	4500403189	17
657	4507263242	11
658	4514123471	13
659	4520983851	10
660	4527844400	14
661	4534704712	15
662	4541565087	15
663	4548425717	14
664	4555286224	17
665	4562146102	17
666	4569006439	17
667	4575867056	13
668	4582727362	10
669	4589587447	18
670	4596448123	19
671	4603308524	12
672	4610168957	12
673	4617028879	18
674	4623889970	21
675	4630750090	18
676	4637610452	13
677	4644470755	9
678	4651331151	23
679	4658191247	16
680	4665051963	10
681	4671912467	9
682	4678772210	16
683	4685632684	24
684	4692493286	19
685	4699353877	16
686	4706214041	20
687	4713074473	21
688	4719935210	21
689	4726795308	21
690	4733655181	22
691	4740515730	15
692	4747376424	19
693	4754236675	17
694	4761096802	14
695	4767957534	11
696	4774817998	16
697	4781678336	21
698	4788538539	14
699	4795398850	12
700	4802258985	16
701	4809119370	12
702	4815980036	15
703	4822840187	16
704	4829700115	22
705	4836561145	19
706	4843421587	19
707	4850281621	12
708	4857141769	16
709	4864002647	16
710	4870863306	9
711	4877723273	16
712	4884583612	19
713	4891444065	17
714	4898304492	16
715	4905164609	25
716	4912025292	15
717	4918885510	14
718	4925745967	19
719	4932606159	14
720	4939466761	15
721	4946327077	20
722	4953187230	15
723	4960047522	13
724	4966908471	17
725	4973768735	20
726	4980628635	18
727	4987488995	19
728	4994349827	14
729	5001209671	17
730	5008070173	16
731	5014930701	16
732	5021791030	19
733	5028651586	18
734	5035511903	14
735	5042372161	15
736	5049232461	10
737	5056092917	24
738	5062953404	19
739	5069813613	16
740	5076673777	9
741	5083534419	17
742	5090394889	24
743	5097254955	12
744	5104115450	27
745	5110975850	19
746	5117836141	16
747	5124696732	16
748	5131557224	19
749	5138417340	22
750	5145277909	7
751	5152138458	19
752	5158998687	18
753	5165858906	16
754	5172719267	18
755	5179579727	13
756	5186439991	17
757	5193300253	17
758	5200160920	11
759	5207020971	13
760	5213881600	17
761	5220741796	23
762	5227602332	5
763	5234462730	11
764	5241323106	13
765	5248183364	7
766	5255043815	16
767	5261904112	13
768	5268764472	14
769	5275624868	20
770	5282485136	16
771	5289345411	16
772	5296206198	18
773	5303066447	14
774	5309926384	16
775	5316786869	22
776	5323647369	16
777	5330507775	15
778	5337368227	12
779	5344228324	18
780	5351088754	24
781	5357949277	16
782	5364809783	17
783	5371669965	19
784	5378530289	16
785	5385390747	14
786	5392251267	16
787	5399111487	19
788	5405971646	16
789	5412832111	18
790	5419692789	17
791	5426553055	19
792	5433413360	13
793	5440273653	14
794	5447133858	19
795	5453994124	10
796	5460854728	13
797	5467715142	16
798	5474575806	9
799	5481435718	15
800	5488296413	15
801	5495156324	12
802	5502016920	16
803	5508877482	9
804	5515737408	13
805	5522598413	12
806	5529458512	13
807	5536318937	21
808	5543179083	15
809	5550039690	17
810	5556899974	14
811	5563760456	12
812	5570621032	19
813	5577481389	17
814	5584341622	20
815	5591201782	14
816	5598062389	17
817	5604922349	10
818	5611782924	17
819	5618643171	14
820	5625503476	18
821	5632364059	9
822	5639224181	15
823	5646084701	12
824	5652945082	14
825	5659805500	17
826	5666666070	16
827	5673526147	10
828	5680386797	13
829	5687247172	16
830	5694107428	20
831	5700967776	23
832	5707828345	20
833	5714688586	11
834	5721548849	20
835	5728409250	8
836	5735270040	11
837	5742130299	14
838	5748990387	16
839	5755850796	19
840	5762711182	11
841	5769571543	16
842	5776431723	15
843	5783292207	21
844	5790152625	19
845	5797013127	18
846	5803873315	13
847	5810733696	16
848	5817594073	19
849	5824454416	17
850	5831314945	17
851	5838174976	17
852	5845035237	11
853	5851896043	18
854	5858756434	20
855	5865616711	12
856	5872477161	18
857	5879337551	20
858	5886197813	12
859	5893058446	13
860	5899918745	15
861	5906779067	17
862	5913639155	14
863	5920499856	13
864	5927359968	14
865	5934220620	14
866	5941080700	14
867	5947940908	14
868	5954801359	14
869	5961661733	12
870	5968522345	17
871	5975382935	22
872	5982242993	18
873	5989103156	18
874	5995963624	18
875	6002823849	14
876	6009684500	17
877	6016544690	12
878	6023405144	18
879	6030265359	14
880	6037125855	20
881	6043986421	10
882	6050846781	16
883	6057707019	13
884	6064567245	18
885	6071427881	14
886	6078288164	11
887	6085148575	18
888	6092009037	15
889	6098869405	14
890	6105729761	14
891	6112589936	16
892	6119450295	20
893	6126310779	18
894	6133171156	24
895	6140031411	17
896	6146891821	14
897	6153752126	15
898	6160612411	13
899	6167473021	13
900	6174333275	19
901	6181193853	14
902	6188054004	16
903	6194914299	20
904	6201774929	27
905	6208635148	17
906	6215495616	12
907	6222355902	21
908	6229216187	15
909	6236076358	14
910	6242937050	9
911	6249797577	10
912	6256657752	18
913	6263518226	10
914	6270378632	14
915	6277238923	18
916	6284099439	22
917	6290959772	13
918	6297820275	14
919	6304680187	14
920	6311540740	20
921	6318401109	11
922	6325261537	13
923	6332121806	18
924	6338982011	15
925	6345842439	19
926	6352702941	16
927	6359563316	11
928	6366423731	11
929	6373284088	17
930	6380144238	9
931	6387004871	22
932	6393865526	13
933	6400725512	17
934	6407585988	17
935	6414446411	10
936	6421306743	15
937	6428167348	14
938	6435027590	15
939	6441888008	13
940	6448748165	16
941	6455608440	13
942	6462468858	18
943	6469329358	13
944	6476189483	14
945	6483050222	13
946	6489910152	13
947	6496770568	12
948	6503631308	14
949	6510491536	18
950	6517351878	12
951	6524212251	17
952	6531072603	19
953	6537932846	16
954	6544793406	18
955	6551653620	12
956	6558514240	21
957	6565374531	20
958	6572235006	13
959	6579095450	17
960	6585955510	13
961	6592815948	14
962	6599676452	16
963	6606536677	17
964	6613397007	13
965	6620257321	12
966	6627117745	15
967	6633978124	18
968	6640838505	12
969	6647698757	22
970	6654559048	18
971	6661419728	13
972	6668279920	16
973	6675140199	23
974	6682000517	19
975	6688861224	9
976	6695721189	18
977	6702581888	13
978	6709442292	18
979	6716302506	16
980	6723162835	17
981	6730023240	13
982	6736884183	16
983	6743744345	15
984	6750604593	15
985	6757464715	14
986	6764325215	14
987	6771185629	20
988	6778045927	19
989	6784906330	20
990	6791766550	19
991	6798626917	16
992	6805487268	14
993	6812347759	14
994	6819208112	14
995	6826068659	23
996	6832928939	20
997	6839789256	18
998	6846649479	14
999	6853510185	10
